video_id,section_id,timestamp,movement,label
6,0,14,0.125,0
6,0,14,0.041666667,0
6,0,14,0.083333333,0
6,0,14,0.083333333,0
6,0,14,0.041666667,0
6,1,14,0.208333333,0
6,1,14,0,0
6,1,14,0.125,0
6,1,14,0.208333333,0
6,1,14,0.083333333,0
6,1,14,0.166666667,0
6,1,14,0.125,0
6,1,14,0.208333333,0
6,1,14,0,0
6,1,14,0.208333333,0
6,1,14,0.083333333,0
6,1,14,0,0
6,1,14,0.083333333,0
6,1,14,0.083333333,0
6,1,14,0.125,0
6,1,14,0.041666667,0
6,1,14,0.041666667,0
6,1,14,0.041666667,0
6,1,14,0.083333333,0
6,1,14,0.041666667,0
6,2,14,0.041666667,0
6,2,14,0,0
6,2,14,0.041666667,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0.041666667,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,2,14,0,0
6,3,14,0.083333333,0
6,3,14,0.083333333,0
6,3,14,0.041666667,0
6,3,14,0.166666667,0
6,3,14,0.083333333,0
6,3,14,0.333333333,0
6,3,14,0.25,0
6,3,14,0.208333333,0
6,3,14,0.041666667,0
6,3,14,0.125,0
6,3,14,0.166666667,0
6,3,14,0,0
6,3,14,0.166666667,0
6,3,14,0.125,0
6,3,14,0.041666667,0
6,3,14,0,0
6,3,14,0,0
6,3,14,0.083333333,0
6,3,14,0.166666667,0
6,3,14,0.083333333,0
6,4,14,0.75,0
6,4,14,0,0
6,4,14,0.5,0
6,4,14,0.208333333,0
6,4,14,1,0
6,4,14,0.25,0
6,4,14,1,0
6,4,14,0.791666667,0
6,4,14,0,0
6,4,14,0,0
6,4,14,0.958333333,0
6,4,14,1,0
6,4,14,0,0
6,4,14,0.458333333,0
6,4,14,0.708333333,0
6,4,14,0.041666667,0
6,4,14,1,0
6,4,14,1,0
6,4,14,0.666666667,0
6,4,14,0,0
6,5,14,0.166666667,0
6,5,14,0,0
6,5,14,0.583333333,1
6,5,14,0.208333333,1
6,5,14,0,0
6,5,14,0.291666667,0
6,5,14,0,0
6,5,14,0,0
6,5,14,0,0
6,5,14,0,0
6,5,14,0.166666667,0
6,5,14,1,0
6,5,14,0,0
6,5,14,0.208333333,0
6,5,14,0,0
6,5,14,0.166666667,0
6,5,14,0.041666667,0
6,5,14,0,0
6,5,14,0.583333333,1
6,5,14,0,0
6,6,14,0.083333333,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,6,14,0,0
6,7,14,0.083333333,0
6,7,14,0.083333333,0
6,7,14,0.083333333,0
6,7,14,0.125,0
6,7,14,0,0
6,7,14,0.041666667,0
6,7,14,0.166666667,0
6,7,14,0,0
6,7,14,0.041666667,0
6,7,14,0.125,0
6,7,14,0.083333333,0
6,7,14,0,0
6,7,14,0.041666667,0
6,7,14,0.125,0
6,7,14,0.041666667,0
6,7,14,0.041666667,0
6,7,14,0.083333333,0
6,7,14,0.166666667,0
6,7,14,0.041666667,0
6,7,14,0.125,0
6,8,14,0.375,0
6,8,14,0,0
6,8,14,0,0
6,8,14,0.041666667,0
6,8,14,0.125,0
6,8,14,0.208333333,0
6,8,14,0,0
6,8,14,0.458333333,0
6,8,14,0.041666667,0
6,8,14,0.666666667,0
6,8,14,0.583333333,0
6,8,14,0,0
6,8,14,0.041666667,0
6,8,14,0,0
6,8,14,0.291666667,0
6,8,14,0,0
6,8,14,0.458333333,0
6,8,14,0.833333333,0
6,8,14,0,0
6,8,14,0,0
6,9,14,0.041666667,0
6,9,14,0.208333333,0
6,9,14,0,0
6,9,14,0,0
6,9,14,0.166666667,0
6,9,14,0.25,0
6,9,14,0,0
6,9,14,0,0
6,9,14,0,0
6,9,14,0,0
6,9,14,0,0
6,9,14,0,0
6,9,14,0.041666667,0
6,9,14,0,0
6,9,14,0,0
6,9,14,0.416666667,0
6,9,14,0.166666667,0
6,9,14,0.041666667,0
6,9,14,0.25,0
6,9,14,0.416666667,0
6,10,14,0.583333333,0
6,10,14,0,0
6,10,14,0.666666667,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,10,14,0,0
6,11,14,0.041666667,0
6,11,14,0,0
6,11,14,0,0
6,11,14,0,0
6,11,14,0,0
6,11,14,0,0
6,11,14,0.125,0
6,11,14,0,0
6,11,14,0.041666667,0
6,11,14,0,0
6,11,14,0,0
6,11,14,0,0
6,11,14,0.041666667,0
6,11,14,0,0
6,11,14,0.041666667,0
6,11,14,0,0
6,11,14,0.041666667,0
6,11,14,0,0
6,11,14,0,0
6,11,14,0.041666667,0
6,12,14,0.041666667,0
6,12,14,0.333333333,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0.083333333,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,12,14,0,0
6,13,14,0.041666667,0
6,13,14,1,0
6,13,14,0,0
6,13,14,0.75,0
6,13,14,0.833333333,0
6,13,14,0.666666667,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0,0
6,13,14,0.416666667,0
6,13,14,0.958333333,0
6,14,14,0.416666667,0
6,14,14,0,0
6,14,14,0.958333333,0
6,14,14,0,0
6,14,14,0.166666667,0
6,14,14,0.75,0
6,14,14,0.583333333,0
6,14,14,0,0
6,14,14,0,0
6,14,14,0,0
6,14,14,0,0
6,14,14,0,0
6,14,14,0.791666667,0
6,14,14,0,0
6,14,14,0,0
6,14,14,0,0
6,14,14,0,0
6,14,14,0.625,0
6,14,14,0.625,0
6,14,14,0,0
6,15,14,0.041666667,0
6,15,14,0.083333333,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,15,14,0,0
6,16,14,1,0
6,16,14,1,0
6,16,14,1,0
6,16,14,0.916666667,0
6,16,14,1,0
6,16,14,1,0
6,16,14,1,0
6,16,14,1,0
6,16,14,0.125,0
6,16,14,0.708333333,0
6,16,14,1,0
6,16,14,1,0
6,16,14,0.791666667,0
6,16,14,0.708333333,0
6,16,14,0.958333333,0
6,16,14,0.541666667,0
6,16,14,1,0
6,16,14,1,0
6,16,14,1,0
6,16,14,0.958333333,0
2,0,14,0.915254237,0
2,1,14,0.93220339,0
2,10,14,0.86440678,0
2,11,14,0.966101695,0
2,12,14,0.966101695,0
2,13,14,1,0
2,14,14,0.966101695,0
2,15,14,0.86440678,0
2,16,14,1,0
2,2,14,0.949152542,0
2,3,14,0.966101695,0
2,4,14,0.949152542,0
2,5,14,0.881355932,0
2,6,14,0.830508475,0
2,7,14,0.86440678,0
2,8,14,0.796610169,0
2,9,14,0.881355932,0
2,0,14,1,0
2,1,14,1,0
2,10,14,1,0
2,11,14,1,0
2,12,14,1,0
2,13,14,1,0
2,14,14,1,0
2,15,14,1,0
2,16,14,1,0
2,2,14,1,0
2,3,14,1,0
2,4,14,1,0
2,5,14,1,0
2,6,14,1,0
2,7,14,1,0
2,8,14,1,0
2,9,14,1,0
2,0,14,1,0
2,1,14,1,0
2,10,14,1,0
2,11,14,1,0
2,12,14,1,0
2,13,14,1,0
2,14,14,0.830508475,0
2,15,14,1,0
2,16,14,1,0
2,2,14,1,0
2,3,14,1,0
2,4,14,1,0
2,5,14,1,0
2,6,14,0.983050847,0
2,7,14,1,0
2,8,14,0.898305085,0
2,9,14,1,0
2,0,14,1,0
2,1,14,1,0
2,10,14,1,0
2,11,14,1,0
2,12,14,1,0
2,13,14,1,0
2,14,14,1,0
2,15,14,1,0
2,16,14,1,0
2,2,14,1,0
2,3,14,1,0
2,4,14,1,0
2,5,14,1,0
2,6,14,1,0
2,7,14,1,0
2,8,14,1,0
2,9,14,1,0
2,0,14,1,0
2,1,14,1,0
2,10,14,1,0
2,11,14,1,0
2,12,14,1,0
2,13,14,1,0
2,14,14,1,0
2,15,14,0.983050847,0
2,16,14,1,0
2,2,14,1,0
2,3,14,1,0
2,4,14,1,0
2,5,14,1,0
2,6,14,1,0
2,7,14,1,0
2,8,14,1,0
2,9,14,1,0
2,0,14,0.830508475,0
2,1,14,0.830508475,0
2,10,14,0.813559322,0
2,11,14,0.830508475,0
2,12,14,0.830508475,0
2,13,14,0.830508475,0
2,14,14,0.830508475,0
2,15,14,0.813559322,0
2,16,14,0.847457627,0
2,2,14,0.847457627,0
2,3,14,0.847457627,0
2,4,14,0.830508475,0
2,5,14,0.830508475,0
2,6,14,0.830508475,0
2,7,14,0.813559322,0
2,8,14,0.779661017,0
2,9,14,0.830508475,0
2,0,14,1,0
2,1,14,1,0
2,10,14,1,0
2,11,14,1,0
2,12,14,1,0
2,13,14,1,0
2,14,14,1,0
2,15,14,0.949152542,0
2,16,14,1,0
2,2,14,1,0
2,3,14,1,0
2,4,14,1,0
2,5,14,1,0
2,6,14,0.966101695,0
2,7,14,0.93220339,0
2,8,14,0.949152542,0
2,9,14,1,0
2,0,14,0.983050847,0
2,1,14,1,0
2,10,14,1,0
2,11,14,1,0
2,12,14,1,0
2,13,14,1,0
2,14,14,1,0
2,15,14,0.966101695,0
2,16,14,1,0
2,2,14,1,0
2,3,14,1,0
2,4,14,1,0
2,5,14,1,0
2,6,14,0.966101695,0
2,7,14,0.93220339,0
2,8,14,0.949152542,0
2,9,14,1,0
2,0,14,0.915254237,0
2,1,14,0.93220339,0
2,10,14,0.915254237,0
2,11,14,0.915254237,0
2,12,14,0.949152542,0
2,13,14,0.966101695,0
2,14,14,0.983050847,0
2,15,14,0.898305085,0
2,16,14,1,0
2,2,14,0.915254237,0
2,3,14,0.915254237,0
2,4,14,0.93220339,0
2,5,14,0.93220339,0
2,6,14,0.728813559,0
2,7,14,0.86440678,0
2,8,14,0.711864407,0
2,9,14,0.93220339,0
2,0,14,0.915254237,0
2,1,14,0.93220339,0
2,10,14,0.898305085,0
2,11,14,0.93220339,0
2,12,14,0.915254237,0
2,13,14,0.983050847,0
2,14,14,0.966101695,0
2,15,14,0.93220339,0
2,16,14,1,0
2,2,14,0.915254237,0
2,3,14,0.93220339,0
2,4,14,0.93220339,0
2,5,14,0.93220339,0
2,6,14,0.898305085,0
2,7,14,0.93220339,0
2,8,14,0.881355932,0
2,9,14,0.898305085,0
2,0,14,1,0
2,1,14,1,0
2,10,14,1,0
2,11,14,1,0
2,12,14,0.983050847,0
2,13,14,1,0
2,14,14,1,0
2,15,14,1,0
2,16,14,1,0
2,2,14,1,0
2,3,14,1,0
2,4,14,1,0
2,5,14,1,0
2,6,14,1,0
2,7,14,1,0
2,8,14,1,0
2,9,14,1,0
3,0,14,0.083333333,0
3,0,14,0.291666667,0
3,0,14,0,0
3,0,14,0.083333333,0
3,0,14,0.166666667,0
3,0,14,0.125,0
3,0,14,0.166666667,0
3,0,14,0.041666667,0
3,0,14,0.041666667,0
3,0,14,0.083333333,0
3,0,14,0.125,0
3,0,14,0.083333333,0
3,0,14,0.125,0
3,0,14,0.041666667,0
3,0,14,0.083333333,0
3,0,14,0.166666667,0
3,0,14,0.157894737,0
3,0,14,0,0
3,0,14,0,0
3,0,14,0.083333333,0
3,0,14,0,0
3,0,14,0.041666667,0
3,0,14,0.166666667,0
3,0,14,0.208333333,0
3,1,14,0.125,0
3,1,14,0.25,0
3,1,14,0.041666667,0
3,1,14,0.083333333,0
3,1,14,0.083333333,0
3,1,14,0.083333333,0
3,1,14,0.208333333,0
3,1,14,0.083333333,0
3,1,14,0.083333333,0
3,1,14,0.125,0
3,1,14,0.083333333,0
3,1,14,0.125,0
3,1,14,0.125,0
3,1,14,0.083333333,0
3,1,14,0.083333333,0
3,1,14,0.125,0
3,1,14,0.052631579,0
3,1,14,0.125,0
3,1,14,0.166666667,0
3,1,14,0.083333333,0
3,1,14,0.041666667,0
3,1,14,0.041666667,0
3,1,14,0.166666667,0
3,1,14,0.25,0
3,2,14,0.041666667,0
3,2,14,0.208333333,1
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0.041666667,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0.041666667,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,2,14,0,0
3,3,14,0.083333333,0
3,3,14,0.208333333,0
3,3,14,0.041666667,0
3,3,14,0.083333333,0
3,3,14,0.083333333,0
3,3,14,0.083333333,0
3,3,14,0.125,0
3,3,14,0,0
3,3,14,0.041666667,0
3,3,14,0,0
3,3,14,0.125,0
3,3,14,0.083333333,0
3,3,14,0,0
3,3,14,0,0
3,3,14,0,0
3,3,14,0.125,0
3,3,14,0.052631579,0
3,3,14,0.041666667,0
3,3,14,0.208333333,0
3,3,14,0.083333333,0
3,3,14,0,0
3,3,14,0.083333333,0
3,3,14,0.083333333,0
3,3,14,0.208333333,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,0.541666667,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,0,0
3,4,14,0,0
3,4,14,0,0
3,4,14,1,0
3,4,14,0.791666667,0
3,4,14,1,0
3,4,14,0.736842105,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,4,14,1,0
3,5,14,0.75,0
3,5,14,0.375,0
3,5,14,0.333333333,0
3,5,14,0.666666667,0
3,5,14,0.958333333,0
3,5,14,1,0
3,5,14,0.666666667,0
3,5,14,0.625,0
3,5,14,0.25,0
3,5,14,0.833333333,0
3,5,14,0.041666667,0
3,5,14,0,0
3,5,14,0,0
3,5,14,0.833333333,0
3,5,14,0.458333333,0
3,5,14,0,0
3,5,14,0.631578947,0
3,5,14,0.708333333,0
3,5,14,0.958333333,0
3,5,14,0.416666667,0
3,5,14,0.916666667,0
3,5,14,0.375,0
3,5,14,0.75,0
3,5,14,0.458333333,0
3,6,14,0.041666667,0
3,6,14,0.833333333,0
3,6,14,0,0
3,6,14,0.958333333,1
3,6,14,0.541666667,1
3,6,14,0.916666667,0
3,6,14,0.291666667,0
3,6,14,0.25,0
3,6,14,0.041666667,0
3,6,14,0.583333333,0
3,6,14,0.208333333,0
3,6,14,0.458333333,0
3,6,14,0.333333333,0
3,6,14,0.083333333,0
3,6,14,0.333333333,0
3,6,14,0.208333333,0
3,6,14,0,0
3,6,14,0.083333333,0
3,6,14,0.458333333,0
3,6,14,0.416666667,0
3,6,14,0.291666667,0
3,6,14,0.833333333,0
3,6,14,0.583333333,0
3,6,14,0.708333333,0
3,7,14,0.041666667,0
3,7,14,0.208333333,0
3,7,14,0.083333333,0
3,7,14,0,0
3,7,14,0.041666667,0
3,7,14,0.041666667,0
3,7,14,0,0
3,7,14,0,0
3,7,14,0.041666667,0
3,7,14,0.083333333,0
3,7,14,0,0
3,7,14,0.083333333,0
3,7,14,0.041666667,0
3,7,14,0,0
3,7,14,0,0
3,7,14,0.041666667,0
3,7,14,0.052631579,0
3,7,14,0,0
3,7,14,0,0
3,7,14,0,0
3,7,14,0.041666667,0
3,7,14,0.041666667,0
3,7,14,0,0
3,7,14,0.041666667,0
3,8,14,0.583333333,0
3,8,14,0.791666667,0
3,8,14,1,1
3,8,14,0.875,1
3,8,14,1,1
3,8,14,1,1
3,8,14,0.666666667,1
3,8,14,0.75,0
3,8,14,0.791666667,0
3,8,14,0.25,0
3,8,14,0.25,0
3,8,14,0.375,0
3,8,14,0.333333333,0
3,8,14,1,0
3,8,14,0.541666667,0
3,8,14,0.458333333,0
3,8,14,1,0
3,8,14,1,0
3,8,14,0.708333333,0
3,8,14,0.958333333,0
3,8,14,0.833333333,0
3,8,14,1,0
3,8,14,0.291666667,0
3,8,14,1,0
3,9,14,0.041666667,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,9,14,0,0
3,10,14,0.041666667,0
3,10,14,0.375,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0.125,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0.166666667,0
3,10,14,0,0
3,10,14,0,0
3,10,14,0.125,0
3,10,14,0.125,0
3,10,14,0,0
3,10,14,0.541666667,0
3,11,14,0.083333333,0
3,11,14,0.25,0
3,11,14,0.041666667,0
3,11,14,0,0
3,11,14,0.125,0
3,11,14,0.041666667,0
3,11,14,0.125,0
3,11,14,0,0
3,11,14,0,0
3,11,14,0.041666667,0
3,11,14,0.041666667,0
3,11,14,0.041666667,0
3,11,14,0.041666667,0
3,11,14,0.416666667,0
3,11,14,0,0
3,11,14,0.041666667,0
3,11,14,0,0
3,11,14,0.041666667,0
3,11,14,0,0
3,11,14,0.083333333,0
3,11,14,0.041666667,0
3,11,14,0.416666667,0
3,11,14,0.125,0
3,11,14,0.083333333,0
3,12,14,0.041666667,0
3,12,14,0.291666667,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0.583333333,1
3,12,14,0.083333333,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,12,14,0,0
3,13,14,0.041666667,0
3,13,14,0.208333333,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,13,14,0,0
3,14,14,0.041666667,0
3,14,14,0.208333333,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,14,14,0,0
3,15,14,0.041666667,0
3,15,14,0.166666667,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,15,14,0,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,0.333333333,0
3,16,14,0.708333333,0
3,16,14,0.625,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
3,16,14,1,0
4,0,14,0.020408163,0
4,1,14,0.448979592,0
4,10,14,1,0
4,11,14,0.244897959,0
4,12,14,0.040816327,0
4,13,14,0.836734694,0
4,14,14,1,0
4,15,14,0.510204082,0
4,16,14,1,0
4,2,14,0.857142857,0
4,3,14,0.224489796,0
4,4,14,0.857142857,0
4,5,14,1,0
4,6,14,0.979591837,0
4,7,14,0.897959184,0
4,8,14,0.204081633,0
4,9,14,0.673469388,0
4,0,14,0.448979592,0
4,1,14,0.653061224,0
4,10,14,1,0
4,11,14,1,0
4,12,14,0.387755102,0
4,13,14,0.836734694,0
4,14,14,1,0
4,15,14,0.959183673,0
4,16,14,1,0
4,2,14,1,0
4,3,14,0.632653061,0
4,4,14,0.714285714,0
4,5,14,0.979591837,0
4,6,14,0.979591837,0
4,7,14,0.530612245,0
4,8,14,0.979591837,0
4,9,14,1,0
4,0,14,0.204081633,0
4,1,14,0.183673469,0
4,10,14,1,0
4,11,14,0.816326531,0
4,12,14,0.020408163,0
4,13,14,0.428571429,0
4,14,14,0.979591837,0
4,15,14,0.632653061,0
4,16,14,1,0
4,2,14,0.897959184,0
4,3,14,0.244897959,0
4,4,14,0.244897959,0
4,5,14,0.795918367,0
4,6,14,0.979591837,0
4,7,14,0.244897959,0
4,8,14,0.714285714,0
4,9,14,0.93877551,0
4,0,14,0.571428571,0
4,1,14,0.918367347,0
4,10,14,1,0
4,11,14,0.897959184,0
4,12,14,0.551020408,0
4,13,14,1,0
4,14,14,1,0
4,15,14,0.979591837,0
4,16,14,1,0
4,2,14,1,0
4,3,14,0.795918367,0
4,4,14,0.918367347,0
4,5,14,1,0
4,6,14,1,0
4,7,14,1,0
4,8,14,0.673469388,0
4,9,14,1,0
4,0,14,0.244897959,0
4,1,14,0.816326531,0
4,10,14,0.959183673,0
4,11,14,0.571428571,0
4,12,14,0.224489796,0
4,13,14,0.857142857,0
4,14,14,0.979591837,0
4,15,14,0.755102041,0
4,16,14,0.93877551,0
4,2,14,0.918367347,0
4,3,14,0.448979592,0
4,4,14,0.755102041,0
4,5,14,0.897959184,0
4,6,14,0.959183673,0
4,7,14,0.93877551,0
4,8,14,0.326530612,0
4,9,14,0.795918367,0
4,0,14,0.448979592,0
4,1,14,1,0
4,10,14,0.816326531,0
4,11,14,0.265306122,0
4,12,14,0.204081633,0
4,13,14,0.775510204,0
4,14,14,0.918367347,0
4,15,14,0.714285714,0
4,16,14,1,0
4,2,14,0.979591837,0
4,3,14,0.285714286,0
4,4,14,0.469387755,0
4,5,14,0.93877551,0
4,6,14,1,0
4,7,14,0.408163265,0
4,8,14,0.142857143,0
4,9,14,0.918367347,0
4,0,14,0.428571429,0
4,1,14,0.714285714,0
4,10,14,0.775510204,0
4,11,14,0.346938776,0
4,12,14,0.142857143,0
4,13,14,0.571428571,0
4,14,14,0.87755102,0
4,15,14,0.857142857,0
4,16,14,1,0
4,2,14,0.693877551,0
4,3,14,0.244897959,0
4,4,14,0.265306122,0
4,5,14,0.836734694,0
4,6,14,0.897959184,0
4,7,14,0.183673469,0
4,8,14,0.142857143,0
